url,datetime
https://appletrack.com/studio-display-pro-with-mini-led-rumored-to-release-at-wwdc-2022/,2022-03-10
https://appletrack.com/apple-investigating-20-inch-foldable-mac-displays/,2022-02-21
https://appletrack.com/no-foldable-iphone-until-at-least-2025/,2022-02-21
https://appletrack.com/revamped-imac-pro-to-launch-in-june-2022/,2022-02-14
https://appletrack.com/gurman-mac-studio-and-new-monitor-coming-at-peek-performance-event-tomorrow/,2022-03-07
https://appletrack.com/apples-new-external-display-is-finished-and-could-launch-at-any-time/,2022-03-06
https://appletrack.com/apple-may-finally-discontinue-the-elderly-apple-watch-series-3-later-this-year/,2022-02-27
https://appletrack.com/apple-watch-series-8-getting-major-updates-this-year/,2022-02-27
https://appletrack.com/apple-is-working-on-a-foldable-ipad-macbook-that-might-look-like-this/,2022-02-27
https://appletrack.com/apple-planning-to-release-new-macs-in-march-plus-may-june/,2022-02-20
https://appletrack.com/new-mac-mini-and-mac-mini-pro-models-coming-in-2022/,2022-02-14
https://appletrack.com/apple-will-release-4-macs-with-m2-chips/,2022-02-07
https://appletrack.com/2022-macbook-pro-refresh-will-focus-on-new-low-end-model/,2022-02-06
https://appletrack.com/apple-march-8-event-scheduled-for-new-products/,2022-02-04
https://appletrack.com/gurman-iphone-fold-still-two-or-three-years-away/,2021-08-01
https://appletrack.com/gurman-all-macs-will-have-apple-silicon-inside-by-november-2022/,2021-08-01
https://appletrack.com/gurman-airpods-3-coming-this-fall/,2021-08-01
https://appletrack.com/apples-september-2021-event-will-again-be-virtual/,2021-07-26
https://appletrack.com/gurman-new-macbook-pros-launching-in-november-at-the-latest/,2021-07-18
https://appletrack.com/gurman-no-touch-id-on-iphone-13/,2021-07-14
https://appletrack.com/gurman-smaller-notch-on-iphone-13-even-smaller-cutout-in-2022/,2021-07-14
https://appletrack.com/iphone-13-to-include-improved-optical-zoom-among-other-video-improvements/,2021-07-14
https://appletrack.com/iphone-13-may-feature-new-always-on-display-mode/,2021-07-18
https://appletrack.com/redesigned-ipad-mini-likely-coming-this-fall-with-ipad-air-like-design/,2021-07-11
https://appletrack.com/apple-developing-apple-pay-later-service-to-pay-for-products-over-time-without-apple-card/,2021-07-13
https://appletrack.com/gurman-no-major-apple-announcements-happening-for-the-next-several-weeks/,2021-06-27
https://appletrack.com/apple-is-working-on-new-ipads-with-larger-displays/,2021-06-27
https://appletrack.com/apple-is-still-working-on-a-new-version-of-airpower-2/,2021-06-04
https://www.macrumors.com/2021/03/26/apple-launch-apple-watch-extreme-sports-2021/,2021-03-26
https://appletrack.com/m2-macbook-air-and-macbook-pro-set-to-release-before-end-of-2022/,2022-03-10
https://appletrack.com/apple-still-working-on-m2-and-m2-pro-mac-mini-coming-later-this-year/,2022-03-10
https://appletrack.com/new-ipad-air-may-get-m1-chip-according-to-fresh-rumor/,2022-03-07
